model,condition,country,language,question_id,value_dimension,modal_response,consensus_count,consistency_rate
doubao-1-5-pro-32k-250115,baseline,,ru,A165,Traditional vs. Secular-Rational,2,5,1.0
doubao-1-5-pro-32k-250115,baseline,,ru,E018,Traditional vs. Secular-Rational,1,5,1.0
doubao-1-5-pro-32k-250115,baseline,,ru,E025,Traditional vs. Secular-Rational,2,5,1.0
doubao-1-5-pro-32k-250115,baseline,,ru,F063,Survival vs. Self-Expression,5,4,0.8
doubao-1-5-pro-32k-250115,baseline,,ru,F118,Survival vs. Self-Expression,10,5,1.0
doubao-1-5-pro-32k-250115,baseline,,ru,F120,Survival vs. Self-Expression,6,5,1.0
doubao-1-5-pro-32k-250115,baseline,,ru,G006,Survival vs. Self-Expression,1,5,1.0
doubao-1-5-pro-32k-250115,baseline,,ru,Y002,Traditional vs. Secular-Rational,2 4,5,1.0
doubao-1-5-pro-32k-250115,baseline,,ru,Y003,Traditional vs. Secular-Rational,2 3 4 6 10,5,1.0
doubao-1-5-pro-32k-250115,baseline,,zh-cn,A008,Traditional vs. Secular-Rational,1,5,1.0
doubao-1-5-pro-32k-250115,baseline,,zh-cn,A165,Traditional vs. Secular-Rational,2,5,1.0
doubao-1-5-pro-32k-250115,baseline,,zh-cn,E018,Traditional vs. Secular-Rational,2,5,1.0
doubao-1-5-pro-32k-250115,baseline,,zh-cn,E025,Traditional vs. Secular-Rational,3,4,0.8
doubao-1-5-pro-32k-250115,baseline,,zh-cn,F063,Survival vs. Self-Expression,2,5,1.0
doubao-1-5-pro-32k-250115,baseline,,zh-cn,F118,Survival vs. Self-Expression,8,5,1.0
doubao-1-5-pro-32k-250115,baseline,,zh-cn,F120,Survival vs. Self-Expression,6,2,0.4
doubao-1-5-pro-32k-250115,baseline,,zh-cn,G006,Survival vs. Self-Expression,1,5,1.0
doubao-1-5-pro-32k-250115,baseline,,zh-cn,Y002,Traditional vs. Secular-Rational,3 2,3,0.6
doubao-1-5-pro-32k-250115,baseline,,zh-cn,Y003,Traditional vs. Secular-Rational,2 3 4 8 5,5,1.0
google/gemini-2.5-flash,baseline,,ar,A008,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-flash,baseline,,ar,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-flash,baseline,,ar,E018,Traditional vs. Secular-Rational,3,5,1.0
google/gemini-2.5-flash,baseline,,ar,E025,Traditional vs. Secular-Rational,3,5,1.0
google/gemini-2.5-flash,baseline,,ar,F063,Survival vs. Self-Expression,1,4,0.8
google/gemini-2.5-flash,baseline,,ar,F118,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-flash,baseline,,ar,F120,Survival vs. Self-Expression,5,5,1.0
google/gemini-2.5-flash,baseline,,ar,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-flash,baseline,,ar,Y002,Traditional vs. Secular-Rational,3 1,5,1.0
google/gemini-2.5-flash,baseline,,ar,Y003,Traditional vs. Secular-Rational,1 4 6 8 10,5,1.0
google/gemini-2.5-flash,baseline,,en,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-flash,baseline,,en,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-flash,baseline,,en,E018,Traditional vs. Secular-Rational,3,5,1.0
google/gemini-2.5-flash,baseline,,en,E025,Traditional vs. Secular-Rational,3,4,0.8
google/gemini-2.5-flash,baseline,,en,F063,Survival vs. Self-Expression,5,5,1.0
google/gemini-2.5-flash,baseline,,en,F118,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-flash,baseline,,en,F120,Survival vs. Self-Expression,5,5,1.0
google/gemini-2.5-flash,baseline,,en,G006,Survival vs. Self-Expression,4,5,1.0
google/gemini-2.5-flash,baseline,,en,Y002,Traditional vs. Secular-Rational,3 1,5,1.0
google/gemini-2.5-flash,baseline,,en,Y003,Traditional vs. Secular-Rational,2 4 6 8 10,5,1.0
google/gemini-2.5-flash,baseline,,es,A008,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-flash,baseline,,es,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-flash,baseline,,es,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-flash,baseline,,es,E025,Traditional vs. Secular-Rational,3,5,1.0
google/gemini-2.5-flash,baseline,,es,F063,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-flash,baseline,,es,F118,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-flash,baseline,,es,F120,Survival vs. Self-Expression,5,5,1.0
google/gemini-2.5-flash,baseline,,es,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-flash,baseline,,es,Y002,Traditional vs. Secular-Rational,3 1,5,1.0
google/gemini-2.5-flash,baseline,,es,Y003,Traditional vs. Secular-Rational,2 4 6 8 10,5,1.0
google/gemini-2.5-flash,baseline,,fr,A008,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-flash,baseline,,fr,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-flash,baseline,,fr,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-flash,baseline,,fr,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-flash,baseline,,fr,F063,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-flash,baseline,,fr,F118,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-flash,baseline,,fr,F120,Survival vs. Self-Expression,5,5,1.0
google/gemini-2.5-flash,baseline,,fr,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-flash,baseline,,fr,Y002,Traditional vs. Secular-Rational,3 2,4,0.8
google/gemini-2.5-flash,baseline,,fr,Y003,Traditional vs. Secular-Rational,2 4 6 8 10,5,1.0
google/gemini-2.5-flash,baseline,,ru,A008,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-flash,baseline,,ru,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-flash,baseline,,ru,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-flash,baseline,,ru,E025,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-flash,baseline,,ru,F063,Survival vs. Self-Expression,7,4,0.8
google/gemini-2.5-flash,baseline,,ru,F118,Survival vs. Self-Expression,5,5,1.0
google/gemini-2.5-flash,baseline,,ru,F120,Survival vs. Self-Expression,5,5,1.0
google/gemini-2.5-flash,baseline,,ru,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-flash,baseline,,ru,Y002,Traditional vs. Secular-Rational,3 1,5,1.0
google/gemini-2.5-flash,baseline,,ru,Y003,Traditional vs. Secular-Rational,2 3 4 6 10,5,1.0
google/gemini-2.5-flash,baseline,,zh-cn,A008,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-flash,baseline,,zh-cn,A165,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-flash,baseline,,zh-cn,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-flash,baseline,,zh-cn,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-flash,baseline,,zh-cn,F063,Survival vs. Self-Expression,7,4,0.8
google/gemini-2.5-flash,baseline,,zh-cn,F118,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-flash,baseline,,zh-cn,F120,Survival vs. Self-Expression,5,5,1.0
google/gemini-2.5-flash,baseline,,zh-cn,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-flash,baseline,,zh-cn,Y002,Traditional vs. Secular-Rational,3 2,5,1.0
google/gemini-2.5-flash,baseline,,zh-cn,Y003,Traditional vs. Secular-Rational,2 3 4 6 8,5,1.0
google/gemini-2.5-pro,baseline,,ar,A008,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,baseline,,ar,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,baseline,,ar,E018,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,baseline,,ar,E025,Traditional vs. Secular-Rational,3,5,1.0
google/gemini-2.5-pro,baseline,,ar,F063,Survival vs. Self-Expression,5,2,0.4
google/gemini-2.5-pro,baseline,,ar,F118,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-pro,baseline,,ar,F120,Survival vs. Self-Expression,5,5,1.0
google/gemini-2.5-pro,baseline,,ar,G006,Survival vs. Self-Expression,1,4,0.8
google/gemini-2.5-pro,baseline,,ar,Y002,Traditional vs. Secular-Rational,3 1,5,1.0
google/gemini-2.5-pro,baseline,,ar,Y003,Traditional vs. Secular-Rational,1 4 6 2 8,3,0.6
google/gemini-2.5-pro,baseline,,en,A008,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,baseline,,en,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,baseline,,en,E018,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,baseline,,en,E025,Traditional vs. Secular-Rational,2,3,0.6
google/gemini-2.5-pro,baseline,,en,F063,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,baseline,,en,F118,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-pro,baseline,,en,F120,Survival vs. Self-Expression,5,4,0.8
google/gemini-2.5-pro,baseline,,en,G006,Survival vs. Self-Expression,1,3,0.6
google/gemini-2.5-pro,baseline,,en,Y002,Traditional vs. Secular-Rational,3 1,4,0.8
google/gemini-2.5-pro,baseline,,en,Y003,Traditional vs. Secular-Rational,2 4 6 8 10,2,0.4
google/gemini-2.5-pro,baseline,,es,A008,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,baseline,,es,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,baseline,,es,E018,Traditional vs. Secular-Rational,1,4,0.8
google/gemini-2.5-pro,baseline,,es,E025,Traditional vs. Secular-Rational,3,3,0.6
google/gemini-2.5-pro,baseline,,es,F063,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,baseline,,es,F118,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-pro,baseline,,es,F120,Survival vs. Self-Expression,5,5,1.0
google/gemini-2.5-pro,baseline,,es,G006,Survival vs. Self-Expression,3,2,0.4
google/gemini-2.5-pro,baseline,,es,Y002,Traditional vs. Secular-Rational,3 1,4,0.8
google/gemini-2.5-pro,baseline,,es,Y003,Traditional vs. Secular-Rational,2 4 6 8 10,5,1.0
google/gemini-2.5-pro,baseline,,fr,A008,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,baseline,,fr,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,baseline,,fr,E018,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,baseline,,fr,E025,Traditional vs. Secular-Rational,3,5,1.0
google/gemini-2.5-pro,baseline,,fr,F063,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,baseline,,fr,F118,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-pro,baseline,,fr,F120,Survival vs. Self-Expression,5,5,1.0
google/gemini-2.5-pro,baseline,,fr,G006,Survival vs. Self-Expression,2,4,0.8
google/gemini-2.5-pro,baseline,,fr,Y002,Traditional vs. Secular-Rational,3 1,5,1.0
google/gemini-2.5-pro,baseline,,fr,Y003,Traditional vs. Secular-Rational,2 4 6 8 10,5,1.0
google/gemini-2.5-pro,baseline,,ru,A008,Traditional vs. Secular-Rational,1,4,0.8
google/gemini-2.5-pro,baseline,,ru,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,baseline,,ru,E018,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,baseline,,ru,E025,Traditional vs. Secular-Rational,3,3,0.6
google/gemini-2.5-pro,baseline,,ru,F063,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,baseline,,ru,F118,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-pro,baseline,,ru,F120,Survival vs. Self-Expression,5,5,1.0
google/gemini-2.5-pro,baseline,,ru,G006,Survival vs. Self-Expression,2,4,0.8
google/gemini-2.5-pro,baseline,,ru,Y002,Traditional vs. Secular-Rational,3 1,4,0.8
google/gemini-2.5-pro,baseline,,ru,Y003,Traditional vs. Secular-Rational,2 4 6 8 3,3,0.6
google/gemini-2.5-pro,baseline,,zh-cn,A008,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,baseline,,zh-cn,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,baseline,,zh-cn,E018,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,baseline,,zh-cn,E025,Traditional vs. Secular-Rational,3,5,1.0
google/gemini-2.5-pro,baseline,,zh-cn,F063,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,baseline,,zh-cn,F118,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-pro,baseline,,zh-cn,F120,Survival vs. Self-Expression,5,5,1.0
google/gemini-2.5-pro,baseline,,zh-cn,G006,Survival vs. Self-Expression,1,4,0.8
google/gemini-2.5-pro,baseline,,zh-cn,Y002,Traditional vs. Secular-Rational,1 3,2,0.4
google/gemini-2.5-pro,baseline,,zh-cn,Y003,Traditional vs. Secular-Rational,2 3 4 5 8,5,1.0
google/gemini-3-pro-preview,baseline,,ar,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-3-pro-preview,baseline,,ar,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-3-pro-preview,baseline,,ar,E018,Traditional vs. Secular-Rational,1,4,0.8
google/gemini-3-pro-preview,baseline,,ar,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-3-pro-preview,baseline,,ar,F063,Survival vs. Self-Expression,10,5,1.0
google/gemini-3-pro-preview,baseline,,ar,F118,Survival vs. Self-Expression,1,5,1.0
google/gemini-3-pro-preview,baseline,,ar,F120,Survival vs. Self-Expression,5,5,1.0
google/gemini-3-pro-preview,baseline,,ar,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-3-pro-preview,baseline,,ar,Y002,Traditional vs. Secular-Rational,3 1,4,0.8
google/gemini-3-pro-preview,baseline,,ar,Y003,Traditional vs. Secular-Rational,1 4 6 8 9,5,1.0
google/gemini-3-pro-preview,baseline,,en,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-3-pro-preview,baseline,,en,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-3-pro-preview,baseline,,en,E018,Traditional vs. Secular-Rational,2,3,0.6
google/gemini-3-pro-preview,baseline,,en,E025,Traditional vs. Secular-Rational,2,3,0.6
google/gemini-3-pro-preview,baseline,,en,F063,Survival vs. Self-Expression,10,4,0.8
google/gemini-3-pro-preview,baseline,,en,F118,Survival vs. Self-Expression,10,5,1.0
google/gemini-3-pro-preview,baseline,,en,F120,Survival vs. Self-Expression,5,5,1.0
google/gemini-3-pro-preview,baseline,,en,G006,Survival vs. Self-Expression,2,5,1.0
google/gemini-3-pro-preview,baseline,,en,Y002,Traditional vs. Secular-Rational,1 3,4,0.8
google/gemini-3-pro-preview,baseline,,en,Y003,Traditional vs. Secular-Rational,1 2 4 6 8,4,0.8
google/gemini-3-pro-preview,baseline,,es,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-3-pro-preview,baseline,,es,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-3-pro-preview,baseline,,es,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-3-pro-preview,baseline,,es,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-3-pro-preview,baseline,,es,F063,Survival vs. Self-Expression,5,4,0.8
google/gemini-3-pro-preview,baseline,,es,F118,Survival vs. Self-Expression,10,5,1.0
google/gemini-3-pro-preview,baseline,,es,F120,Survival vs. Self-Expression,5,5,1.0
google/gemini-3-pro-preview,baseline,,es,G006,Survival vs. Self-Expression,2,5,1.0
google/gemini-3-pro-preview,baseline,,es,Y002,Traditional vs. Secular-Rational,3 2,5,1.0
google/gemini-3-pro-preview,baseline,,es,Y003,Traditional vs. Secular-Rational,1 4 6 8 10,5,1.0
google/gemini-3-pro-preview,baseline,,fr,A008,Traditional vs. Secular-Rational,2,4,0.8
google/gemini-3-pro-preview,baseline,,fr,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-3-pro-preview,baseline,,fr,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-3-pro-preview,baseline,,fr,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-3-pro-preview,baseline,,fr,F063,Survival vs. Self-Expression,1,4,0.8
google/gemini-3-pro-preview,baseline,,fr,F118,Survival vs. Self-Expression,10,5,1.0
google/gemini-3-pro-preview,baseline,,fr,F120,Survival vs. Self-Expression,5,5,1.0
google/gemini-3-pro-preview,baseline,,fr,G006,Survival vs. Self-Expression,2,5,1.0
google/gemini-3-pro-preview,baseline,,fr,Y002,Traditional vs. Secular-Rational,3 2,3,0.6
google/gemini-3-pro-preview,baseline,,fr,Y003,Traditional vs. Secular-Rational,1 2 4 6 8,3,0.6
google/gemini-3-pro-preview,baseline,,ru,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-3-pro-preview,baseline,,ru,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-3-pro-preview,baseline,,ru,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-3-pro-preview,baseline,,ru,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-3-pro-preview,baseline,,ru,F063,Survival vs. Self-Expression,5,5,1.0
google/gemini-3-pro-preview,baseline,,ru,F118,Survival vs. Self-Expression,10,5,1.0
google/gemini-3-pro-preview,baseline,,ru,F120,Survival vs. Self-Expression,5,5,1.0
google/gemini-3-pro-preview,baseline,,ru,G006,Survival vs. Self-Expression,2,5,1.0
google/gemini-3-pro-preview,baseline,,ru,Y002,Traditional vs. Secular-Rational,3 1,5,1.0
google/gemini-3-pro-preview,baseline,,ru,Y003,Traditional vs. Secular-Rational,2 3 4 6 8,5,1.0
google/gemini-3-pro-preview,baseline,,zh-cn,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-3-pro-preview,baseline,,zh-cn,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-3-pro-preview,baseline,,zh-cn,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-3-pro-preview,baseline,,zh-cn,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-3-pro-preview,baseline,,zh-cn,F063,Survival vs. Self-Expression,5,5,1.0
google/gemini-3-pro-preview,baseline,,zh-cn,F118,Survival vs. Self-Expression,10,5,1.0
google/gemini-3-pro-preview,baseline,,zh-cn,F120,Survival vs. Self-Expression,5,5,1.0
google/gemini-3-pro-preview,baseline,,zh-cn,G006,Survival vs. Self-Expression,2,5,1.0
google/gemini-3-pro-preview,baseline,,zh-cn,Y002,Traditional vs. Secular-Rational,1 3,5,1.0
google/gemini-3-pro-preview,baseline,,zh-cn,Y003,Traditional vs. Secular-Rational,2 3 4 6 8,5,1.0
google/gemma-3-4b-it,baseline,,ar,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemma-3-4b-it,baseline,,ar,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemma-3-4b-it,baseline,,ar,E018,Traditional vs. Secular-Rational,2,5,1.0
google/gemma-3-4b-it,baseline,,ar,E025,Traditional vs. Secular-Rational,3,5,1.0
google/gemma-3-4b-it,baseline,,ar,F063,Survival vs. Self-Expression,9,5,1.0
google/gemma-3-4b-it,baseline,,ar,F118,Survival vs. Self-Expression,1,5,1.0
google/gemma-3-4b-it,baseline,,ar,F120,Survival vs. Self-Expression,1,5,1.0
google/gemma-3-4b-it,baseline,,ar,G006,Survival vs. Self-Expression,2,5,1.0
google/gemma-3-4b-it,baseline,,ar,Y002,Traditional vs. Secular-Rational,1 2,5,1.0
google/gemma-3-4b-it,baseline,,ar,Y003,Traditional vs. Secular-Rational,1 2 4 6 7,5,1.0
google/gemma-3-4b-it,baseline,,en,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemma-3-4b-it,baseline,,en,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemma-3-4b-it,baseline,,en,E018,Traditional vs. Secular-Rational,3,5,1.0
google/gemma-3-4b-it,baseline,,en,E025,Traditional vs. Secular-Rational,NA,0,0.0
google/gemma-3-4b-it,baseline,,en,F063,Survival vs. Self-Expression,8,5,1.0
google/gemma-3-4b-it,baseline,,en,F118,Survival vs. Self-Expression,7,4,0.8
google/gemma-3-4b-it,baseline,,en,F120,Survival vs. Self-Expression,7,5,1.0
google/gemma-3-4b-it,baseline,,en,G006,Survival vs. Self-Expression,2,5,1.0
google/gemma-3-4b-it,baseline,,en,Y002,Traditional vs. Secular-Rational,1 2,5,1.0
google/gemma-3-4b-it,baseline,,en,Y003,Traditional vs. Secular-Rational,6 4 3 2 1,5,1.0
google/gemma-3-4b-it,baseline,,es,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemma-3-4b-it,baseline,,es,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemma-3-4b-it,baseline,,es,E018,Traditional vs. Secular-Rational,3,5,1.0
google/gemma-3-4b-it,baseline,,es,E025,Traditional vs. Secular-Rational,3,5,1.0
google/gemma-3-4b-it,baseline,,es,F063,Survival vs. Self-Expression,7,5,1.0
google/gemma-3-4b-it,baseline,,es,F118,Survival vs. Self-Expression,7,5,1.0
google/gemma-3-4b-it,baseline,,es,F120,Survival vs. Self-Expression,7,5,1.0
google/gemma-3-4b-it,baseline,,es,G006,Survival vs. Self-Expression,2,5,1.0
google/gemma-3-4b-it,baseline,,es,Y002,Traditional vs. Secular-Rational,2 3,5,1.0
google/gemma-3-4b-it,baseline,,es,Y003,Traditional vs. Secular-Rational,2 4 6 8 10,5,1.0
google/gemma-3-4b-it,baseline,,fr,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemma-3-4b-it,baseline,,fr,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemma-3-4b-it,baseline,,fr,E018,Traditional vs. Secular-Rational,3,5,1.0
google/gemma-3-4b-it,baseline,,fr,E025,Traditional vs. Secular-Rational,3,5,1.0
google/gemma-3-4b-it,baseline,,fr,F063,Survival vs. Self-Expression,7,5,1.0
google/gemma-3-4b-it,baseline,,fr,F118,Survival vs. Self-Expression,7,5,1.0
google/gemma-3-4b-it,baseline,,fr,F120,Survival vs. Self-Expression,7,5,1.0
google/gemma-3-4b-it,baseline,,fr,G006,Survival vs. Self-Expression,2,5,1.0
google/gemma-3-4b-it,baseline,,fr,Y002,Traditional vs. Secular-Rational,1 3,5,1.0
google/gemma-3-4b-it,baseline,,fr,Y003,Traditional vs. Secular-Rational,2 3 4 6 10,5,1.0
google/gemma-3-4b-it,baseline,,ru,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemma-3-4b-it,baseline,,ru,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemma-3-4b-it,baseline,,ru,E018,Traditional vs. Secular-Rational,2,5,1.0
google/gemma-3-4b-it,baseline,,ru,E025,Traditional vs. Secular-Rational,3,5,1.0
google/gemma-3-4b-it,baseline,,ru,F063,Survival vs. Self-Expression,8,3,0.6
google/gemma-3-4b-it,baseline,,ru,F118,Survival vs. Self-Expression,1,5,1.0
google/gemma-3-4b-it,baseline,,ru,F120,Survival vs. Self-Expression,2,5,1.0
google/gemma-3-4b-it,baseline,,ru,G006,Survival vs. Self-Expression,2,5,1.0
google/gemma-3-4b-it,baseline,,ru,Y002,Traditional vs. Secular-Rational,1 3,5,1.0
google/gemma-3-4b-it,baseline,,ru,Y003,Traditional vs. Secular-Rational,2 4 6 8 10,5,1.0
google/gemma-3-4b-it,baseline,,zh-cn,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemma-3-4b-it,baseline,,zh-cn,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemma-3-4b-it,baseline,,zh-cn,E018,Traditional vs. Secular-Rational,3,5,1.0
google/gemma-3-4b-it,baseline,,zh-cn,E025,Traditional vs. Secular-Rational,3,5,1.0
google/gemma-3-4b-it,baseline,,zh-cn,F063,Survival vs. Self-Expression,10,5,1.0
google/gemma-3-4b-it,baseline,,zh-cn,F118,Survival vs. Self-Expression,7,5,1.0
google/gemma-3-4b-it,baseline,,zh-cn,F120,Survival vs. Self-Expression,7,5,1.0
google/gemma-3-4b-it,baseline,,zh-cn,G006,Survival vs. Self-Expression,2,5,1.0
google/gemma-3-4b-it,baseline,,zh-cn,Y002,Traditional vs. Secular-Rational,1 3,5,1.0
google/gemma-3-4b-it,baseline,,zh-cn,Y003,Traditional vs. Secular-Rational,2 3 4 5 6,5,1.0
gpt-4o,baseline,,ar,A008,Traditional vs. Secular-Rational,3,3,0.6
gpt-4o,baseline,,ar,A165,Traditional vs. Secular-Rational,2,4,0.8
gpt-4o,baseline,,ar,E018,Traditional vs. Secular-Rational,1,5,1.0
gpt-4o,baseline,,ar,E025,Traditional vs. Secular-Rational,1,4,0.8
gpt-4o,baseline,,ar,F063,Survival vs. Self-Expression,5,3,0.6
gpt-4o,baseline,,ar,F118,Survival vs. Self-Expression,5,5,1.0
gpt-4o,baseline,,ar,F120,Survival vs. Self-Expression,5,5,1.0
gpt-4o,baseline,,ar,G006,Survival vs. Self-Expression,2,4,0.8
gpt-4o,baseline,,ar,Y002,Traditional vs. Secular-Rational,1 3,5,1.0
gpt-4o,baseline,,ar,Y003,Traditional vs. Secular-Rational,1 2 3 4 6,3,0.6
gpt-4o,baseline,,en,A008,Traditional vs. Secular-Rational,2,5,1.0
gpt-4o,baseline,,en,A165,Traditional vs. Secular-Rational,2,3,0.6
gpt-4o,baseline,,en,E018,Traditional vs. Secular-Rational,1,5,1.0
gpt-4o,baseline,,en,E025,Traditional vs. Secular-Rational,2,5,1.0
gpt-4o,baseline,,en,F063,Survival vs. Self-Expression,7,4,0.8
gpt-4o,baseline,,en,F118,Survival vs. Self-Expression,10,5,1.0
gpt-4o,baseline,,en,F120,Survival vs. Self-Expression,5,4,0.8
gpt-4o,baseline,,en,G006,Survival vs. Self-Expression,2,5,1.0
gpt-4o,baseline,,en,Y002,Traditional vs. Secular-Rational,3 1,4,0.8
gpt-4o,baseline,,en,Y003,Traditional vs. Secular-Rational,1 2 4 6 8,4,0.8
gpt-4o,baseline,,es,A008,Traditional vs. Secular-Rational,2,5,1.0
gpt-4o,baseline,,es,A165,Traditional vs. Secular-Rational,2,5,1.0
gpt-4o,baseline,,es,E018,Traditional vs. Secular-Rational,1,5,1.0
gpt-4o,baseline,,es,E025,Traditional vs. Secular-Rational,1,5,1.0
gpt-4o,baseline,,es,F063,Survival vs. Self-Expression,1,3,0.6
gpt-4o,baseline,,es,F118,Survival vs. Self-Expression,10,5,1.0
gpt-4o,baseline,,es,F120,Survival vs. Self-Expression,7,4,0.8
gpt-4o,baseline,,es,G006,Survival vs. Self-Expression,2,3,0.6
gpt-4o,baseline,,es,Y002,Traditional vs. Secular-Rational,1 3,2,0.4
gpt-4o,baseline,,es,Y003,Traditional vs. Secular-Rational,2 4 6 8 10,5,1.0
gpt-4o,baseline,,fr,A008,Traditional vs. Secular-Rational,2,5,1.0
gpt-4o,baseline,,fr,A165,Traditional vs. Secular-Rational,1,5,1.0
gpt-4o,baseline,,fr,E018,Traditional vs. Secular-Rational,1,5,1.0
gpt-4o,baseline,,fr,E025,Traditional vs. Secular-Rational,1,5,1.0
gpt-4o,baseline,,fr,F063,Survival vs. Self-Expression,7,5,1.0
gpt-4o,baseline,,fr,F118,Survival vs. Self-Expression,7,3,0.6
