model,condition,country,language,question_id,value_dimension,modal_response,consensus_count,consistency_rate
google/gemini-2.5-pro,imitation,Luxembourg,fr,Y002,Traditional vs. Secular-Rational,3 1,5,0.6
google/gemini-2.5-pro,imitation,Luxembourg,fr,Y003,Traditional vs. Secular-Rational,2 4 6 1 3,5,0.4
google/gemini-2.5-pro,imitation,Macao,en,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Macao,en,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Macao,en,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Macao,en,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Macao,en,F063,Survival vs. Self-Expression,3,5,1.0
google/gemini-2.5-pro,imitation,Macao,en,F118,Survival vs. Self-Expression,7,5,0.8
google/gemini-2.5-pro,imitation,Macao,en,F120,Survival vs. Self-Expression,4,5,0.8
google/gemini-2.5-pro,imitation,Macao,en,G006,Survival vs. Self-Expression,2,5,1.0
google/gemini-2.5-pro,imitation,Macao,en,Y002,Traditional vs. Secular-Rational,1 3,5,0.6
google/gemini-2.5-pro,imitation,Macao,en,Y003,Traditional vs. Secular-Rational,1 3 4 6 11,5,0.6
google/gemini-2.5-pro,imitation,Macao,pt,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Macao,pt,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Macao,pt,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Macao,pt,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Macao,pt,F063,Survival vs. Self-Expression,3,5,0.8
google/gemini-2.5-pro,imitation,Macao,pt,F118,Survival vs. Self-Expression,7,5,0.8
google/gemini-2.5-pro,imitation,Macao,pt,F120,Survival vs. Self-Expression,4,5,0.6
google/gemini-2.5-pro,imitation,Macao,pt,G006,Survival vs. Self-Expression,2,5,0.8
google/gemini-2.5-pro,imitation,Macao,pt,Y002,Traditional vs. Secular-Rational,1 3,5,1.0
google/gemini-2.5-pro,imitation,Macao,pt,Y003,Traditional vs. Secular-Rational,1 3 4 6 11,5,0.8
google/gemini-2.5-pro,imitation,Macao,zh-cn,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Macao,zh-cn,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Macao,zh-cn,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Macao,zh-cn,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Macao,zh-cn,F063,Survival vs. Self-Expression,3,5,0.6
google/gemini-2.5-pro,imitation,Macao,zh-cn,F118,Survival vs. Self-Expression,7,5,0.8
google/gemini-2.5-pro,imitation,Macao,zh-cn,F120,Survival vs. Self-Expression,4,5,0.4
google/gemini-2.5-pro,imitation,Macao,zh-cn,G006,Survival vs. Self-Expression,1,5,0.8
google/gemini-2.5-pro,imitation,Macao,zh-cn,Y002,Traditional vs. Secular-Rational,3 1,5,0.6
google/gemini-2.5-pro,imitation,Macao,zh-cn,Y003,Traditional vs. Secular-Rational,1 3 4 6 11,5,0.8
google/gemini-2.5-pro,imitation,Malaysia,en-native,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Malaysia,en-native,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Malaysia,en-native,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Malaysia,en-native,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Malaysia,en-native,F063,Survival vs. Self-Expression,9,5,1.0
google/gemini-2.5-pro,imitation,Malaysia,en-native,F118,Survival vs. Self-Expression,2,5,1.0
google/gemini-2.5-pro,imitation,Malaysia,en-native,F120,Survival vs. Self-Expression,3,5,1.0
google/gemini-2.5-pro,imitation,Malaysia,en-native,G006,Survival vs. Self-Expression,2,5,1.0
google/gemini-2.5-pro,imitation,Malaysia,en-native,Y002,Traditional vs. Secular-Rational,1 3,5,0.6
google/gemini-2.5-pro,imitation,Malaysia,en-native,Y003,Traditional vs. Secular-Rational,1 6 9 11 3,5,0.4
google/gemini-2.5-pro,imitation,Mali,en,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Mali,en,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Mali,en,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Mali,en,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Mali,en,F063,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-pro,imitation,Mali,en,F118,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Mali,en,F120,Survival vs. Self-Expression,2,5,0.6
google/gemini-2.5-pro,imitation,Mali,en,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Mali,en,Y002,Traditional vs. Secular-Rational,1 3,5,1.0
google/gemini-2.5-pro,imitation,Mali,en,Y003,Traditional vs. Secular-Rational,1 4 6 9 11,5,0.4
google/gemini-2.5-pro,imitation,Mali,fr,A008,Traditional vs. Secular-Rational,3,5,1.0
google/gemini-2.5-pro,imitation,Mali,fr,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Mali,fr,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Mali,fr,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Mali,fr,F063,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-pro,imitation,Mali,fr,F118,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Mali,fr,F120,Survival vs. Self-Expression,1,5,0.6
google/gemini-2.5-pro,imitation,Mali,fr,G006,Survival vs. Self-Expression,2,5,0.6
google/gemini-2.5-pro,imitation,Mali,fr,Y002,Traditional vs. Secular-Rational,1 3,5,1.0
google/gemini-2.5-pro,imitation,Mali,fr,Y003,Traditional vs. Secular-Rational,1 4 6 9 11,5,1.0
google/gemini-2.5-pro,imitation,Malta,en-native,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Malta,en-native,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Malta,en-native,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Malta,en-native,E025,Traditional vs. Secular-Rational,1,5,0.6
google/gemini-2.5-pro,imitation,Malta,en-native,F063,Survival vs. Self-Expression,9,5,0.6
google/gemini-2.5-pro,imitation,Malta,en-native,F118,Survival vs. Self-Expression,9,5,0.8
google/gemini-2.5-pro,imitation,Malta,en-native,F120,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Malta,en-native,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Malta,en-native,Y002,Traditional vs. Secular-Rational,3 1,5,1.0
google/gemini-2.5-pro,imitation,Malta,en-native,Y003,Traditional vs. Secular-Rational,1 4 6 9 10,5,0.6
google/gemini-2.5-pro,imitation,Mexico,en,A008,Traditional vs. Secular-Rational,2,5,0.6
google/gemini-2.5-pro,imitation,Mexico,en,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Mexico,en,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Mexico,en,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Mexico,en,F063,Survival vs. Self-Expression,9,5,1.0
google/gemini-2.5-pro,imitation,Mexico,en,F118,Survival vs. Self-Expression,6,5,0.6
google/gemini-2.5-pro,imitation,Mexico,en,F120,Survival vs. Self-Expression,4,5,1.0
google/gemini-2.5-pro,imitation,Mexico,en,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Mexico,en,Y002,Traditional vs. Secular-Rational,1 3,5,0.8
google/gemini-2.5-pro,imitation,Mexico,en,Y003,Traditional vs. Secular-Rational,1 4 6 9 11,5,1.0
google/gemini-2.5-pro,imitation,Mexico,es,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Mexico,es,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Mexico,es,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Mexico,es,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Mexico,es,F063,Survival vs. Self-Expression,9,5,0.6
google/gemini-2.5-pro,imitation,Mexico,es,F118,Survival vs. Self-Expression,7,5,0.6
google/gemini-2.5-pro,imitation,Mexico,es,F120,Survival vs. Self-Expression,4,5,0.6
google/gemini-2.5-pro,imitation,Mexico,es,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Mexico,es,Y002,Traditional vs. Secular-Rational,1 3,5,0.6
google/gemini-2.5-pro,imitation,Mexico,es,Y003,Traditional vs. Secular-Rational,1 4 6 9 11,5,1.0
google/gemini-2.5-pro,imitation,Morocco,ar,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Morocco,ar,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Morocco,ar,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Morocco,ar,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Morocco,ar,F063,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-pro,imitation,Morocco,ar,F118,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Morocco,ar,F120,Survival vs. Self-Expression,2,5,1.0
google/gemini-2.5-pro,imitation,Morocco,ar,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Morocco,ar,Y002,Traditional vs. Secular-Rational,3 1,5,1.0
google/gemini-2.5-pro,imitation,Morocco,ar,Y003,Traditional vs. Secular-Rational,1 4 6 9 11,5,1.0
google/gemini-2.5-pro,imitation,Morocco,en,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Morocco,en,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Morocco,en,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Morocco,en,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Morocco,en,F063,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-pro,imitation,Morocco,en,F118,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Morocco,en,F120,Survival vs. Self-Expression,2,5,0.8
google/gemini-2.5-pro,imitation,Morocco,en,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Morocco,en,Y002,Traditional vs. Secular-Rational,3 1,5,0.8
google/gemini-2.5-pro,imitation,Morocco,en,Y003,Traditional vs. Secular-Rational,1 4 6 9 11,5,0.4
google/gemini-2.5-pro,imitation,New Zealand,en-native,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,New Zealand,en-native,A165,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,New Zealand,en-native,E018,Traditional vs. Secular-Rational,3,5,1.0
google/gemini-2.5-pro,imitation,New Zealand,en-native,E025,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,New Zealand,en-native,F063,Survival vs. Self-Expression,3,5,1.0
google/gemini-2.5-pro,imitation,New Zealand,en-native,F118,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-pro,imitation,New Zealand,en-native,F120,Survival vs. Self-Expression,8,5,0.6
google/gemini-2.5-pro,imitation,New Zealand,en-native,G006,Survival vs. Self-Expression,2,5,1.0
google/gemini-2.5-pro,imitation,New Zealand,en-native,Y002,Traditional vs. Secular-Rational,3 2,5,0.6
google/gemini-2.5-pro,imitation,New Zealand,en-native,Y003,Traditional vs. Secular-Rational,6 2 4 10 1,5,0.6
google/gemini-2.5-pro,imitation,Nicaragua,en,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Nicaragua,en,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Nicaragua,en,E018,Traditional vs. Secular-Rational,1,5,0.6
google/gemini-2.5-pro,imitation,Nicaragua,en,E025,Traditional vs. Secular-Rational,2,5,0.6
google/gemini-2.5-pro,imitation,Nicaragua,en,F063,Survival vs. Self-Expression,9,5,0.6
google/gemini-2.5-pro,imitation,Nicaragua,en,F118,Survival vs. Self-Expression,3,5,1.0
google/gemini-2.5-pro,imitation,Nicaragua,en,F120,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Nicaragua,en,G006,Survival vs. Self-Expression,1,5,0.8
google/gemini-2.5-pro,imitation,Nicaragua,en,Y002,Traditional vs. Secular-Rational,3 1,5,0.6
google/gemini-2.5-pro,imitation,Nicaragua,en,Y003,Traditional vs. Secular-Rational,1 3 4 9 11,5,0.8
google/gemini-2.5-pro,imitation,Nicaragua,es,A008,Traditional vs. Secular-Rational,3,5,1.0
google/gemini-2.5-pro,imitation,Nicaragua,es,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Nicaragua,es,E018,Traditional vs. Secular-Rational,3,5,0.8
google/gemini-2.5-pro,imitation,Nicaragua,es,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Nicaragua,es,F063,Survival vs. Self-Expression,9,5,1.0
google/gemini-2.5-pro,imitation,Nicaragua,es,F118,Survival vs. Self-Expression,3,5,0.8
google/gemini-2.5-pro,imitation,Nicaragua,es,F120,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Nicaragua,es,G006,Survival vs. Self-Expression,2,5,0.8
google/gemini-2.5-pro,imitation,Nicaragua,es,Y002,Traditional vs. Secular-Rational,3 1,5,0.6
google/gemini-2.5-pro,imitation,Nicaragua,es,Y003,Traditional vs. Secular-Rational,1 4 6 9 11,5,0.4
google/gemini-2.5-pro,imitation,Nigeria,en-native,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Nigeria,en-native,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Nigeria,en-native,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Nigeria,en-native,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Nigeria,en-native,F063,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-pro,imitation,Nigeria,en-native,F118,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Nigeria,en-native,F120,Survival vs. Self-Expression,2,5,0.8
google/gemini-2.5-pro,imitation,Nigeria,en-native,G006,Survival vs. Self-Expression,2,5,1.0
google/gemini-2.5-pro,imitation,Nigeria,en-native,Y002,Traditional vs. Secular-Rational,3 1,5,1.0
google/gemini-2.5-pro,imitation,Nigeria,en-native,Y003,Traditional vs. Secular-Rational,1 3 9 11 4,5,0.6
google/gemini-2.5-pro,imitation,Pakistan,en-native,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Pakistan,en-native,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Pakistan,en-native,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Pakistan,en-native,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Pakistan,en-native,F063,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-pro,imitation,Pakistan,en-native,F118,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Pakistan,en-native,F120,Survival vs. Self-Expression,2,5,1.0
google/gemini-2.5-pro,imitation,Pakistan,en-native,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Pakistan,en-native,Y002,Traditional vs. Secular-Rational,3 1,5,1.0
google/gemini-2.5-pro,imitation,Pakistan,en-native,Y003,Traditional vs. Secular-Rational,9 1 11 6 4,5,0.4
google/gemini-2.5-pro,imitation,Palestine,ar,A008,Traditional vs. Secular-Rational,4,5,0.6
google/gemini-2.5-pro,imitation,Palestine,ar,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Palestine,ar,E018,Traditional vs. Secular-Rational,3,5,1.0
google/gemini-2.5-pro,imitation,Palestine,ar,E025,Traditional vs. Secular-Rational,2,5,0.6
google/gemini-2.5-pro,imitation,Palestine,ar,F063,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-pro,imitation,Palestine,ar,F118,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Palestine,ar,F120,Survival vs. Self-Expression,2,5,1.0
google/gemini-2.5-pro,imitation,Palestine,ar,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Palestine,ar,Y002,Traditional vs. Secular-Rational,1 3,5,1.0
google/gemini-2.5-pro,imitation,Palestine,ar,Y003,Traditional vs. Secular-Rational,1 4 8 9 11,5,0.8
google/gemini-2.5-pro,imitation,Palestine,en,A008,Traditional vs. Secular-Rational,3,5,1.0
google/gemini-2.5-pro,imitation,Palestine,en,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Palestine,en,E018,Traditional vs. Secular-Rational,1,5,0.6
google/gemini-2.5-pro,imitation,Palestine,en,E025,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Palestine,en,F063,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-pro,imitation,Palestine,en,F118,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Palestine,en,F120,Survival vs. Self-Expression,2,5,1.0
google/gemini-2.5-pro,imitation,Palestine,en,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Palestine,en,Y002,Traditional vs. Secular-Rational,1 3,5,0.6
google/gemini-2.5-pro,imitation,Palestine,en,Y003,Traditional vs. Secular-Rational,1 4 8 9 11,5,0.8
google/gemini-2.5-pro,imitation,Peru,en,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Peru,en,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Peru,en,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Peru,en,E025,Traditional vs. Secular-Rational,2,5,0.6
google/gemini-2.5-pro,imitation,Peru,en,F063,Survival vs. Self-Expression,9,5,1.0
google/gemini-2.5-pro,imitation,Peru,en,F118,Survival vs. Self-Expression,4,5,0.8
google/gemini-2.5-pro,imitation,Peru,en,F120,Survival vs. Self-Expression,3,5,1.0
google/gemini-2.5-pro,imitation,Peru,en,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Peru,en,Y002,Traditional vs. Secular-Rational,3 1,5,0.8
google/gemini-2.5-pro,imitation,Peru,en,Y003,Traditional vs. Secular-Rational,1 4 6 9 11,5,1.0
google/gemini-2.5-pro,imitation,Peru,es,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Peru,es,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Peru,es,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Peru,es,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Peru,es,F063,Survival vs. Self-Expression,8,5,1.0
google/gemini-2.5-pro,imitation,Peru,es,F118,Survival vs. Self-Expression,6,5,0.4
google/gemini-2.5-pro,imitation,Peru,es,F120,Survival vs. Self-Expression,3,5,1.0
google/gemini-2.5-pro,imitation,Peru,es,G006,Survival vs. Self-Expression,2,5,0.8
google/gemini-2.5-pro,imitation,Peru,es,Y002,Traditional vs. Secular-Rational,3 1,5,1.0
google/gemini-2.5-pro,imitation,Peru,es,Y003,Traditional vs. Secular-Rational,1 4 6 9 11,5,1.0
google/gemini-2.5-pro,imitation,Philippines,en-native,A008,Traditional vs. Secular-Rational,2,5,0.6
google/gemini-2.5-pro,imitation,Philippines,en-native,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Philippines,en-native,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Philippines,en-native,E025,Traditional vs. Secular-Rational,2,5,0.8
google/gemini-2.5-pro,imitation,Philippines,en-native,F063,Survival vs. Self-Expression,10,5,0.8
google/gemini-2.5-pro,imitation,Philippines,en-native,F118,Survival vs. Self-Expression,5,5,0.6
google/gemini-2.5-pro,imitation,Philippines,en-native,F120,Survival vs. Self-Expression,2,5,0.6
google/gemini-2.5-pro,imitation,Philippines,en-native,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Philippines,en-native,Y002,Traditional vs. Secular-Rational,3 1,5,1.0
google/gemini-2.5-pro,imitation,Philippines,en-native,Y003,Traditional vs. Secular-Rational,1 9 11 6 4,5,0.4
google/gemini-2.5-pro,imitation,Portugal,en,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Portugal,en,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Portugal,en,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Portugal,en,E025,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Portugal,en,F063,Survival vs. Self-Expression,7,5,1.0
google/gemini-2.5-pro,imitation,Portugal,en,F118,Survival vs. Self-Expression,9,5,0.8
google/gemini-2.5-pro,imitation,Portugal,en,F120,Survival vs. Self-Expression,7,5,1.0
google/gemini-2.5-pro,imitation,Portugal,en,G006,Survival vs. Self-Expression,2,5,1.0
google/gemini-2.5-pro,imitation,Portugal,en,Y002,Traditional vs. Secular-Rational,3 2,5,0.8
google/gemini-2.5-pro,imitation,Portugal,en,Y003,Traditional vs. Secular-Rational,1 4 6 10 3,5,0.6
google/gemini-2.5-pro,imitation,Portugal,pt,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Portugal,pt,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Portugal,pt,E018,Traditional vs. Secular-Rational,1,5,0.6
google/gemini-2.5-pro,imitation,Portugal,pt,E025,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Portugal,pt,F063,Survival vs. Self-Expression,6,5,1.0
google/gemini-2.5-pro,imitation,Portugal,pt,F118,Survival vs. Self-Expression,10,5,0.6
google/gemini-2.5-pro,imitation,Portugal,pt,F120,Survival vs. Self-Expression,7,5,0.8
google/gemini-2.5-pro,imitation,Portugal,pt,G006,Survival vs. Self-Expression,2,5,1.0
google/gemini-2.5-pro,imitation,Portugal,pt,Y002,Traditional vs. Secular-Rational,3 2,5,0.8
google/gemini-2.5-pro,imitation,Portugal,pt,Y003,Traditional vs. Secular-Rational,1 4 6 3 8,5,1.0
google/gemini-2.5-pro,imitation,Puerto Rico,en-native,A008,Traditional vs. Secular-Rational,2,5,0.8
google/gemini-2.5-pro,imitation,Puerto Rico,en-native,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Puerto Rico,en-native,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Puerto Rico,en-native,E025,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Puerto Rico,en-native,F063,Survival vs. Self-Expression,9,5,0.8
google/gemini-2.5-pro,imitation,Puerto Rico,en-native,F118,Survival vs. Self-Expression,7,5,0.6
google/gemini-2.5-pro,imitation,Puerto Rico,en-native,F120,Survival vs. Self-Expression,4,5,0.8
google/gemini-2.5-pro,imitation,Puerto Rico,en-native,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Puerto Rico,en-native,Y002,Traditional vs. Secular-Rational,3 2,5,1.0
google/gemini-2.5-pro,imitation,Puerto Rico,en-native,Y003,Traditional vs. Secular-Rational,1 4 6 9 11,5,1.0
google/gemini-2.5-pro,imitation,Puerto Rico,es,A008,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Puerto Rico,es,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Puerto Rico,es,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Puerto Rico,es,E025,Traditional vs. Secular-Rational,1,5,0.8
google/gemini-2.5-pro,imitation,Puerto Rico,es,F063,Survival vs. Self-Expression,9,5,1.0
google/gemini-2.5-pro,imitation,Puerto Rico,es,F118,Survival vs. Self-Expression,7,5,0.6
google/gemini-2.5-pro,imitation,Puerto Rico,es,F120,Survival vs. Self-Expression,4,5,1.0
google/gemini-2.5-pro,imitation,Puerto Rico,es,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Puerto Rico,es,Y002,Traditional vs. Secular-Rational,3 2,5,1.0
google/gemini-2.5-pro,imitation,Puerto Rico,es,Y003,Traditional vs. Secular-Rational,1 4 6 9 11,5,1.0
google/gemini-2.5-pro,imitation,Qatar,ar,A008,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Qatar,ar,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Qatar,ar,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Qatar,ar,E025,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Qatar,ar,F063,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-pro,imitation,Qatar,ar,F118,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Qatar,ar,F120,Survival vs. Self-Expression,2,5,0.8
google/gemini-2.5-pro,imitation,Qatar,ar,G006,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Qatar,ar,Y002,Traditional vs. Secular-Rational,1 3,5,1.0
google/gemini-2.5-pro,imitation,Qatar,ar,Y003,Traditional vs. Secular-Rational,9 1 11 6 4,5,0.6
google/gemini-2.5-pro,imitation,Qatar,en,A008,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Qatar,en,A165,Traditional vs. Secular-Rational,2,5,1.0
google/gemini-2.5-pro,imitation,Qatar,en,E018,Traditional vs. Secular-Rational,1,5,1.0
google/gemini-2.5-pro,imitation,Qatar,en,E025,Traditional vs. Secular-Rational,2,5,0.6
google/gemini-2.5-pro,imitation,Qatar,en,F063,Survival vs. Self-Expression,10,5,1.0
google/gemini-2.5-pro,imitation,Qatar,en,F118,Survival vs. Self-Expression,1,5,1.0
google/gemini-2.5-pro,imitation,Qatar,en,F120,Survival vs. Self-Expression,2,5,1.0
google/gemini-2.5-pro,imitation,Qatar,en,G006,Survival vs. Self-Expression,1,5,1.0
