model,condition,country,language,total_questions,valid_responses,invalid_responses,success_rate,mean_consistency_rate
deepseek-chat,imitation,Switzerland,de,10,10,0,1.0,0.84
deepseek-chat,imitation,Switzerland,en,10,10,0,1.0,0.78
deepseek-chat,imitation,Switzerland,fr,10,10,0,1.0,0.8
deepseek-chat,imitation,Switzerland,it,10,10,0,1.0,0.8
deepseek-chat,imitation,Taiwan,en,10,10,0,1.0,0.86
deepseek-chat,imitation,Taiwan,zh-tw,10,10,0,1.0,0.72
deepseek-chat,imitation,Trinidad and Tobago,en-native,10,10,0,1.0,0.9
deepseek-chat,imitation,Tunisia,ar,10,10,0,1.0,0.78
deepseek-chat,imitation,Tunisia,en,10,10,0,1.0,0.9
deepseek-chat,imitation,United Kingdom,en-native,10,10,0,1.0,0.8
deepseek-chat,imitation,United States,en-native,10,10,0,1.0,0.8
deepseek-chat,imitation,Uruguay,en,10,10,0,1.0,0.84
deepseek-chat,imitation,Uruguay,es,10,10,0,1.0,0.74
deepseek-chat,imitation,Venezuela,en,10,10,0,1.0,0.8
deepseek-chat,imitation,Venezuela,es,10,10,0,1.0,0.84
deepseek-chat,imitation,Yemen,ar,10,10,0,1.0,0.98
deepseek-chat,imitation,Yemen,en,10,10,0,1.0,0.98
deepseek-chat,imitation,Zambia,en-native,10,10,0,1.0,0.85
deepseek-chat,imitation,Zimbabwe,en-native,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Algeria,ar,10,10,0,1.0,0.94
deepseek/deepseek-chat-v3.1,imitation,Algeria,en,10,10,0,1.0,0.98
deepseek/deepseek-chat-v3.1,imitation,Argentina,en,10,10,0,1.0,0.8
deepseek/deepseek-chat-v3.1,imitation,Argentina,es,10,10,0,1.0,0.92
deepseek/deepseek-chat-v3.1,imitation,Australia,en-native,10,10,0,1.0,0.96
deepseek/deepseek-chat-v3.1,imitation,Austria,de,10,10,0,1.0,0.96
deepseek/deepseek-chat-v3.1,imitation,Austria,en,10,10,0,1.0,0.9
deepseek/deepseek-chat-v3.1,imitation,Belarus,en,10,10,0,1.0,0.9
deepseek/deepseek-chat-v3.1,imitation,Belarus,ru,10,10,0,1.0,0.9
deepseek/deepseek-chat-v3.1,imitation,Belgium,de,10,10,0,1.0,0.94
deepseek/deepseek-chat-v3.1,imitation,Belgium,en,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Belgium,fr,10,10,0,1.0,0.9
deepseek/deepseek-chat-v3.1,imitation,Bolivia,en,10,10,0,1.0,0.98
deepseek/deepseek-chat-v3.1,imitation,Bolivia,es,10,10,0,1.0,0.86
deepseek/deepseek-chat-v3.1,imitation,Brazil,en,10,10,0,1.0,0.74
deepseek/deepseek-chat-v3.1,imitation,Brazil,pt,10,10,0,1.0,0.78
deepseek/deepseek-chat-v3.1,imitation,Burkina Faso,en,10,10,0,1.0,0.92
deepseek/deepseek-chat-v3.1,imitation,Burkina Faso,fr,10,10,0,1.0,0.98
deepseek/deepseek-chat-v3.1,imitation,Canada,en-native,10,10,0,1.0,0.78
deepseek/deepseek-chat-v3.1,imitation,Canada,fr,10,10,0,1.0,0.9
deepseek/deepseek-chat-v3.1,imitation,Chile,en,10,10,0,1.0,0.86
deepseek/deepseek-chat-v3.1,imitation,Chile,es,10,10,0,1.0,1.0
deepseek/deepseek-chat-v3.1,imitation,China,en,10,10,0,1.0,0.9
deepseek/deepseek-chat-v3.1,imitation,China,zh-cn,10,10,0,1.0,0.92
deepseek/deepseek-chat-v3.1,imitation,Colombia,en,10,10,0,1.0,0.92
deepseek/deepseek-chat-v3.1,imitation,Colombia,es,10,10,0,1.0,0.94
deepseek/deepseek-chat-v3.1,imitation,Ecuador,en,10,10,0,1.0,0.96
deepseek/deepseek-chat-v3.1,imitation,Ecuador,es,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Egypt,ar,10,10,0,1.0,0.94
deepseek/deepseek-chat-v3.1,imitation,Egypt,en,10,10,0,1.0,0.98
deepseek/deepseek-chat-v3.1,imitation,France,en,10,10,0,1.0,0.82
deepseek/deepseek-chat-v3.1,imitation,France,fr,10,10,0,1.0,0.84
deepseek/deepseek-chat-v3.1,imitation,Germany,de,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Germany,en,10,10,0,1.0,0.92
deepseek/deepseek-chat-v3.1,imitation,Ghana,en-native,10,10,0,1.0,0.9
deepseek/deepseek-chat-v3.1,imitation,Guatemala,en,10,10,0,1.0,0.96
deepseek/deepseek-chat-v3.1,imitation,Guatemala,es,10,10,0,1.0,0.86
deepseek/deepseek-chat-v3.1,imitation,Haiti,en,10,10,0,1.0,0.94
deepseek/deepseek-chat-v3.1,imitation,Haiti,fr,10,10,0,1.0,0.92
deepseek/deepseek-chat-v3.1,imitation,Hong Kong,en-native,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Hong Kong,zh-cn,10,10,0,1.0,0.86
deepseek/deepseek-chat-v3.1,imitation,Hong Kong,zh-hk,10,10,0,1.0,0.76
deepseek/deepseek-chat-v3.1,imitation,Iraq,ar,10,10,0,1.0,1.0
deepseek/deepseek-chat-v3.1,imitation,Iraq,en,10,10,0,1.0,0.94
deepseek/deepseek-chat-v3.1,imitation,Ireland,en-native,10,10,0,1.0,0.76
deepseek/deepseek-chat-v3.1,imitation,Italy,en,10,10,0,1.0,0.9
deepseek/deepseek-chat-v3.1,imitation,Italy,it,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Japan,en,10,10,0,1.0,0.94
deepseek/deepseek-chat-v3.1,imitation,Japan,ja,10,10,0,1.0,0.72
deepseek/deepseek-chat-v3.1,imitation,Jordan,ar,10,10,0,1.0,0.98
deepseek/deepseek-chat-v3.1,imitation,Jordan,en,10,10,0,1.0,0.98
deepseek/deepseek-chat-v3.1,imitation,Kazakhstan,en,10,10,0,1.0,0.94
deepseek/deepseek-chat-v3.1,imitation,Kazakhstan,ru,10,10,0,1.0,0.98
deepseek/deepseek-chat-v3.1,imitation,Kenya,en-native,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Korea,en,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Korea,ko,10,10,0,1.0,0.82
deepseek/deepseek-chat-v3.1,imitation,Kuwait,ar,10,10,0,1.0,0.96
deepseek/deepseek-chat-v3.1,imitation,Kuwait,en,10,10,0,1.0,0.98
deepseek/deepseek-chat-v3.1,imitation,Kyrgyzstan,en,10,10,0,1.0,0.92
deepseek/deepseek-chat-v3.1,imitation,Kyrgyzstan,ru,10,10,0,1.0,0.94
deepseek/deepseek-chat-v3.1,imitation,Lebanon,ar,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Lebanon,en,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Libya,ar,10,10,0,1.0,1.0
deepseek/deepseek-chat-v3.1,imitation,Libya,en,10,10,0,1.0,0.94
deepseek/deepseek-chat-v3.1,imitation,Luxembourg,de,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Luxembourg,en,10,10,0,1.0,0.82
deepseek/deepseek-chat-v3.1,imitation,Luxembourg,fr,10,10,0,1.0,0.9
deepseek/deepseek-chat-v3.1,imitation,Macao,en,10,10,0,1.0,0.86
deepseek/deepseek-chat-v3.1,imitation,Macao,pt,10,10,0,1.0,0.78
deepseek/deepseek-chat-v3.1,imitation,Macao,zh-cn,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Malaysia,en-native,10,10,0,1.0,0.98
deepseek/deepseek-chat-v3.1,imitation,Mali,en,10,10,0,1.0,0.92
deepseek/deepseek-chat-v3.1,imitation,Mali,fr,10,10,0,1.0,0.98
deepseek/deepseek-chat-v3.1,imitation,Malta,en-native,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Mexico,en,10,10,0,1.0,0.84
deepseek/deepseek-chat-v3.1,imitation,Mexico,es,10,10,0,1.0,0.94
deepseek/deepseek-chat-v3.1,imitation,Morocco,ar,10,10,0,1.0,0.96
deepseek/deepseek-chat-v3.1,imitation,Morocco,en,10,10,0,1.0,0.92
deepseek/deepseek-chat-v3.1,imitation,New Zealand,en-native,10,10,0,1.0,0.9
deepseek/deepseek-chat-v3.1,imitation,Nicaragua,en,10,10,0,1.0,0.94
deepseek/deepseek-chat-v3.1,imitation,Nicaragua,es,10,10,0,1.0,0.84
deepseek/deepseek-chat-v3.1,imitation,Nigeria,en-native,10,10,0,1.0,0.96
deepseek/deepseek-chat-v3.1,imitation,Pakistan,en-native,10,10,0,1.0,0.92
deepseek/deepseek-chat-v3.1,imitation,Palestine,ar,10,10,0,1.0,0.94
deepseek/deepseek-chat-v3.1,imitation,Palestine,en,10,10,0,1.0,0.94
deepseek/deepseek-chat-v3.1,imitation,Peru,en,10,10,0,1.0,0.9
deepseek/deepseek-chat-v3.1,imitation,Peru,es,10,10,0,1.0,1.0
deepseek/deepseek-chat-v3.1,imitation,Philippines,en-native,10,10,0,1.0,0.92
deepseek/deepseek-chat-v3.1,imitation,Portugal,en,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Portugal,pt,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Puerto Rico,en-native,10,10,0,1.0,0.84
deepseek/deepseek-chat-v3.1,imitation,Puerto Rico,es,10,10,0,1.0,0.94
deepseek/deepseek-chat-v3.1,imitation,Qatar,ar,10,10,0,1.0,0.96
deepseek/deepseek-chat-v3.1,imitation,Qatar,en,10,10,0,1.0,1.0
deepseek/deepseek-chat-v3.1,imitation,Russia,en,10,10,0,1.0,0.96
deepseek/deepseek-chat-v3.1,imitation,Russia,ru,10,10,0,1.0,0.96
deepseek/deepseek-chat-v3.1,imitation,Rwanda,en-native,10,10,0,1.0,0.94
deepseek/deepseek-chat-v3.1,imitation,Rwanda,fr,10,10,0,1.0,0.92
deepseek/deepseek-chat-v3.1,imitation,Singapore,en-native,10,10,0,1.0,0.84
deepseek/deepseek-chat-v3.1,imitation,Singapore,zh-cn,10,10,0,1.0,0.84
deepseek/deepseek-chat-v3.1,imitation,South Africa,en-native,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Spain,en,10,10,0,1.0,0.82
deepseek/deepseek-chat-v3.1,imitation,Spain,es,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Switzerland,de,10,10,0,1.0,0.96
deepseek/deepseek-chat-v3.1,imitation,Switzerland,en,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Switzerland,fr,10,10,0,1.0,0.86
deepseek/deepseek-chat-v3.1,imitation,Switzerland,it,10,10,0,1.0,0.74
deepseek/deepseek-chat-v3.1,imitation,Taiwan,en,10,10,0,1.0,0.8
deepseek/deepseek-chat-v3.1,imitation,Taiwan,zh-tw,10,10,0,1.0,0.7
deepseek/deepseek-chat-v3.1,imitation,Trinidad and Tobago,en-native,10,10,0,1.0,0.92
deepseek/deepseek-chat-v3.1,imitation,Tunisia,ar,10,10,0,1.0,0.92
deepseek/deepseek-chat-v3.1,imitation,Tunisia,en,10,10,0,1.0,0.96
deepseek/deepseek-chat-v3.1,imitation,United Kingdom,en-native,10,10,0,1.0,0.9
deepseek/deepseek-chat-v3.1,imitation,United States,en-native,10,10,0,1.0,0.94
deepseek/deepseek-chat-v3.1,imitation,Uruguay,en,10,10,0,1.0,0.88
deepseek/deepseek-chat-v3.1,imitation,Uruguay,es,10,10,0,1.0,0.82
deepseek/deepseek-chat-v3.1,imitation,Venezuela,en,10,10,0,1.0,0.92
deepseek/deepseek-chat-v3.1,imitation,Venezuela,es,10,10,0,1.0,0.98
deepseek/deepseek-chat-v3.1,imitation,Yemen,ar,10,10,0,1.0,1.0
deepseek/deepseek-chat-v3.1,imitation,Yemen,en,10,10,0,1.0,1.0
deepseek/deepseek-chat-v3.1,imitation,Zambia,en-native,10,10,0,1.0,0.96
deepseek/deepseek-chat-v3.1,imitation,Zimbabwe,en-native,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Algeria,ar,10,10,0,1.0,0.96
doubao-1-5-pro-32k-250115,imitation,Algeria,en,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Argentina,en,10,10,0,1.0,0.96
doubao-1-5-pro-32k-250115,imitation,Argentina,es,10,10,0,1.0,1.0
doubao-1-5-pro-32k-250115,imitation,Australia,en-native,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Austria,de,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Austria,en,10,10,0,1.0,0.9
doubao-1-5-pro-32k-250115,imitation,Belarus,en,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Belarus,ru,10,10,0,1.0,1.0
doubao-1-5-pro-32k-250115,imitation,Belgium,de,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Belgium,en,10,10,0,1.0,0.9
doubao-1-5-pro-32k-250115,imitation,Belgium,fr,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Bolivia,en,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Bolivia,es,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Brazil,en,10,10,0,1.0,0.8
doubao-1-5-pro-32k-250115,imitation,Brazil,pt,10,10,0,1.0,0.9
doubao-1-5-pro-32k-250115,imitation,Burkina Faso,en,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Burkina Faso,fr,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Canada,en-native,10,10,0,1.0,0.96
doubao-1-5-pro-32k-250115,imitation,Canada,fr,10,10,0,1.0,1.0
doubao-1-5-pro-32k-250115,imitation,Chile,en,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Chile,es,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,China,en,10,10,0,1.0,0.9
doubao-1-5-pro-32k-250115,imitation,China,zh-cn,10,9,1,0.9,0.82
doubao-1-5-pro-32k-250115,imitation,Colombia,en,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Colombia,es,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Ecuador,en,10,10,0,1.0,0.88
doubao-1-5-pro-32k-250115,imitation,Ecuador,es,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Egypt,ar,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Egypt,en,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,France,en,10,10,0,1.0,1.0
doubao-1-5-pro-32k-250115,imitation,France,fr,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Germany,de,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Germany,en,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Ghana,en-native,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Guatemala,en,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Guatemala,es,10,10,0,1.0,0.88
doubao-1-5-pro-32k-250115,imitation,Haiti,en,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Haiti,fr,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Hong Kong,en-native,10,10,0,1.0,1.0
doubao-1-5-pro-32k-250115,imitation,Hong Kong,zh-cn,10,10,0,1.0,0.86
doubao-1-5-pro-32k-250115,imitation,Hong Kong,zh-hk,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Iraq,ar,10,10,0,1.0,0.96
doubao-1-5-pro-32k-250115,imitation,Iraq,en,10,10,0,1.0,1.0
doubao-1-5-pro-32k-250115,imitation,Ireland,en-native,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Italy,en,10,10,0,1.0,0.96
doubao-1-5-pro-32k-250115,imitation,Italy,it,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Japan,en,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Japan,ja,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Jordan,ar,10,10,0,1.0,0.9
doubao-1-5-pro-32k-250115,imitation,Jordan,en,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Kazakhstan,en,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Kazakhstan,ru,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Kenya,en-native,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Korea,en,10,10,0,1.0,0.96
doubao-1-5-pro-32k-250115,imitation,Korea,ko,10,10,0,1.0,0.96
doubao-1-5-pro-32k-250115,imitation,Kuwait,ar,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Kuwait,en,10,10,0,1.0,1.0
doubao-1-5-pro-32k-250115,imitation,Kyrgyzstan,en,10,10,0,1.0,0.96
doubao-1-5-pro-32k-250115,imitation,Kyrgyzstan,ru,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Lebanon,ar,10,10,0,1.0,0.88
doubao-1-5-pro-32k-250115,imitation,Lebanon,en,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Libya,ar,10,10,0,1.0,0.96
doubao-1-5-pro-32k-250115,imitation,Libya,en,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Luxembourg,de,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Luxembourg,en,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Luxembourg,fr,10,10,0,1.0,0.96
doubao-1-5-pro-32k-250115,imitation,Macao,en,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Macao,pt,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Macao,zh-cn,10,10,0,1.0,1.0
doubao-1-5-pro-32k-250115,imitation,Malaysia,en-native,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Mali,en,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Mali,fr,10,10,0,1.0,1.0
doubao-1-5-pro-32k-250115,imitation,Malta,en-native,10,10,0,1.0,1.0
doubao-1-5-pro-32k-250115,imitation,Mexico,en,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Mexico,es,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Morocco,ar,10,10,0,1.0,0.9
doubao-1-5-pro-32k-250115,imitation,Morocco,en,10,10,0,1.0,0.96
doubao-1-5-pro-32k-250115,imitation,New Zealand,en-native,10,10,0,1.0,1.0
doubao-1-5-pro-32k-250115,imitation,Nicaragua,en,10,10,0,1.0,0.96
doubao-1-5-pro-32k-250115,imitation,Nicaragua,es,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Nigeria,en-native,10,10,0,1.0,1.0
doubao-1-5-pro-32k-250115,imitation,Pakistan,en-native,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Palestine,ar,10,10,0,1.0,0.86
doubao-1-5-pro-32k-250115,imitation,Palestine,en,10,10,0,1.0,0.96
doubao-1-5-pro-32k-250115,imitation,Peru,en,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Peru,es,10,10,0,1.0,0.9
doubao-1-5-pro-32k-250115,imitation,Philippines,en-native,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Portugal,en,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Portugal,pt,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Puerto Rico,en-native,10,10,0,1.0,0.88
doubao-1-5-pro-32k-250115,imitation,Puerto Rico,es,10,10,0,1.0,0.9
doubao-1-5-pro-32k-250115,imitation,Qatar,ar,10,10,0,1.0,1.0
doubao-1-5-pro-32k-250115,imitation,Qatar,en,10,10,0,1.0,1.0
doubao-1-5-pro-32k-250115,imitation,Russia,en,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Russia,ru,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Rwanda,en-native,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Rwanda,fr,10,10,0,1.0,1.0
doubao-1-5-pro-32k-250115,imitation,Singapore,en-native,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Singapore,zh-cn,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,South Africa,en-native,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Spain,en,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Spain,es,10,10,0,1.0,0.96
doubao-1-5-pro-32k-250115,imitation,Switzerland,de,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Switzerland,en,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Switzerland,fr,10,10,0,1.0,0.84
doubao-1-5-pro-32k-250115,imitation,Switzerland,it,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Taiwan,en,10,9,1,0.9,0.84
doubao-1-5-pro-32k-250115,imitation,Taiwan,zh-tw,10,8,2,0.8,0.74
doubao-1-5-pro-32k-250115,imitation,Trinidad and Tobago,en-native,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Tunisia,ar,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Tunisia,en,10,10,0,1.0,1.0
doubao-1-5-pro-32k-250115,imitation,United Kingdom,en-native,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,United States,en-native,10,10,0,1.0,0.98
doubao-1-5-pro-32k-250115,imitation,Uruguay,en,10,10,0,1.0,0.96
doubao-1-5-pro-32k-250115,imitation,Uruguay,es,10,10,0,1.0,0.92
doubao-1-5-pro-32k-250115,imitation,Venezuela,en,10,10,0,1.0,0.96
doubao-1-5-pro-32k-250115,imitation,Venezuela,es,10,10,0,1.0,0.96
doubao-1-5-pro-32k-250115,imitation,Yemen,ar,10,10,0,1.0,0.88
doubao-1-5-pro-32k-250115,imitation,Yemen,en,10,10,0,1.0,1.0
doubao-1-5-pro-32k-250115,imitation,Zambia,en-native,10,10,0,1.0,0.94
doubao-1-5-pro-32k-250115,imitation,Zimbabwe,en-native,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Algeria,ar,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Algeria,en,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Argentina,en,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Argentina,es,10,10,0,1.0,0.92
google/gemini-2.5-flash,imitation,Australia,en-native,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Austria,de,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,Austria,en,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Belarus,en,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Belarus,ru,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Belgium,de,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,Belgium,en,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Belgium,fr,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Bolivia,en,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Bolivia,es,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Brazil,en,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Brazil,pt,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Burkina Faso,en,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Burkina Faso,fr,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Canada,en-native,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Canada,fr,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Chile,en,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,Chile,es,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,China,en,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,China,zh-cn,10,10,0,1.0,0.9
google/gemini-2.5-flash,imitation,Colombia,en,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Colombia,es,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Ecuador,en,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,Ecuador,es,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Egypt,ar,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Egypt,en,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,France,en,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,France,fr,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,Germany,de,10,10,0,1.0,0.82
google/gemini-2.5-flash,imitation,Germany,en,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Ghana,en-native,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Guatemala,en,10,10,0,1.0,0.92
google/gemini-2.5-flash,imitation,Guatemala,es,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Haiti,en,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Haiti,fr,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Hong Kong,en-native,10,10,0,1.0,0.92
google/gemini-2.5-flash,imitation,Hong Kong,zh-cn,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,Hong Kong,zh-hk,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Iraq,ar,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,Iraq,en,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Ireland,en-native,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Italy,en,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Italy,it,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Japan,en,10,10,0,1.0,0.98
google/gemini-2.5-flash,imitation,Japan,ja,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,Jordan,ar,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Jordan,en,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Kazakhstan,en,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Kazakhstan,ru,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,Kenya,en-native,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Korea,en,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Korea,ko,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,Kuwait,ar,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Kuwait,en,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,Kyrgyzstan,en,10,10,0,1.0,0.92
google/gemini-2.5-flash,imitation,Kyrgyzstan,ru,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Lebanon,ar,10,10,0,1.0,0.92
google/gemini-2.5-flash,imitation,Lebanon,en,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Libya,ar,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Libya,en,10,10,0,1.0,1.0
google/gemini-2.5-flash,imitation,Luxembourg,de,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Luxembourg,en,10,10,0,1.0,0.96
google/gemini-2.5-flash,imitation,Luxembourg,fr,10,10,0,1.0,0.94
google/gemini-2.5-flash,imitation,Macao,en,10,10,0,1.0,0.96
