model,country,language,timestamp,success_rate,A008_valid,A008_numeric,A008_standardized,A008_raw,A165_valid,A165_numeric,A165_standardized,A165_raw,E018_valid,E018_numeric,E018_standardized,E018_raw,E025_valid,E025_numeric,E025_standardized,E025_raw,F063_valid,F063_numeric,F063_standardized,F063_raw,F118_valid,F118_numeric,F118_standardized,F118_raw,F120_valid,F120_numeric,F120_standardized,F120_raw,G006_valid,G006_numeric,G006_standardized,G006_raw,Y002_valid,Y002_numeric,Y002_standardized,Y002_raw,Y003_valid,Y003_numeric,Y003_standardized,Y003_raw
gemini-3-pro-preview,Belgium,en,2025-12-16T14:42:32.013310,100.0,True,2.0,2.0,2,True,1.0,1.0,1,True,3.0,3.0,3,True,1.0,1.0,1,True,3.0,3.0,3,True,10.0,10.0,10,True,8.0,8.0,8,True,2.0,2.0,2,True,"[3, 4]",0.6666666666666666,3 4,True,"[1, 2, 4, 6, 10]",1.0,1 2 4 6 10
gemini-3-pro-preview,Macao,pt,2025-12-16T14:32:14.053454,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,5.0,5.0,5,True,5.0,5.0,5,True,3.0,3.0,3,True,2.0,2.0,2,True,"[1, 3]",0.0,1 3,True,"[1, 3, 4, 6, 7]",1.0,1 3 4 6 7
gemini-3-pro-preview,Luxembourg,fr,2025-12-16T14:22:32.058580,100.0,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,1.0,1.0,1,True,4.0,4.0,4,True,9.0,9.0,9,True,8.0,8.0,8,True,2.0,2.0,2,True,"[3, 4]",0.6666666666666666,3 4,True,"[2, 4, 6, 8, 10]",1.0,2 4 6 8 10
gemini-3-pro-preview,Kuwait,en,2025-12-16T14:52:23.922291,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,2.0,2.0,2,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 4, 9, 10, 11]",1.0,1 4 9 10 11
gemini-3-pro-preview,Ecuador,es,2025-12-16T14:05:48.158435,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,9.0,9.0,9,True,5.0,5.0,5,True,3.0,3.0,3,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 3, 4, 6, 9]",1.0,1 3 4 6 9
gemini-3-pro-preview,Jordan,fr,2026-03-02T13:33:08.780759,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,2.0,2.0,2,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 4, 6, 9, 11]",1.0,1 4 6 9 11
gemini-3-pro-preview,Qatar,ar,2025-12-16T14:17:20.691172,100.0,True,1.0,1.0,1,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,1.0,1.0,1,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 4, 6, 9, 11]",1.0,1 4 6 9 11
gemini-3-pro-preview,Tunisia,ar,2025-12-16T14:17:31.294433,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,1.0,1.0,1,True,10.0,10.0,10,True,1.0,1.0,1,True,3.0,3.0,3,True,1.0,1.0,1,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 4, 6, 9]",1.0,1 3 4 6 9
gemini-3-pro-preview,Japan,en,2025-12-16T14:51:01.484045,100.0,True,2.0,2.0,2,True,1.0,1.0,1,True,1.0,1.0,1,True,2.0,2.0,2,True,3.0,3.0,3,True,6.0,6.0,6,True,6.0,6.0,6,True,2.0,2.0,2,True,"[1, 3]",0.0,1 3,True,"[1, 3, 4, 8, 10]",1.0,1 3 4 8 10
gemini-3-pro-preview,Taiwan,en,2025-12-16T15:02:08.539235,100.0,True,2.0,2.0,2,True,1.0,1.0,1,True,1.0,1.0,1,True,1.0,1.0,1,True,5.0,5.0,5,True,8.0,8.0,8,True,7.0,7.0,7,True,2.0,2.0,2,True,"[1, 3]",0.0,1 3,True,"[1, 3, 4, 7, 10]",1.0,1 3 4 7 10
gemini-3-pro-preview,Ireland,en-native,2025-12-16T13:49:51.401353,100.0,True,2.0,2.0,2,True,1.0,1.0,1,True,3.0,3.0,3,True,1.0,1.0,1,True,5.0,5.0,5,True,10.0,10.0,10,True,7.0,7.0,7,True,1.0,1.0,1,True,"[3, 2]",0.6666666666666666,3 2,True,"[1, 4, 6, 10, 8]",1.0,1 4 6 10 8
gemini-3-pro-preview,Peru,en,2025-12-16T14:58:01.127345,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,9.0,9.0,9,True,4.0,4.0,4,True,2.0,2.0,2,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 3, 4, 6, 11]",1.0,1 3 4 6 11
gemini-3-pro-preview,Yemen,fr,2026-02-27T18:46:26.936734,100.0,True,4.0,4.0,4,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,1.0,1.0,1,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 4, 9, 10, 11]",1.0,1 4 9 10 11
gemini-3-pro-preview,Jordan,ar,2025-12-16T14:11:52.947743,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,2.0,2.0,2,True,1.0,1.0,1,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 4, 6, 9, 11]",1.0,1 4 6 9 11
gemini-3-pro-preview,Iraq,ar,2025-12-16T14:11:16.977989,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,1.0,1.0,1,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 4, 6, 9, 11]",1.0,1 4 6 9 11
gemini-3-pro-preview,Kyrgyzstan,en,2025-12-16T14:52:10.204065,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,9.0,9.0,9,True,1.0,1.0,1,True,3.0,3.0,3,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 3, 4, 6, 11]",1.0,1 3 4 6 11
gemini-3-pro-preview,Venezuela,es,2025-12-16T14:10:27.287508,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,9.0,9.0,9,True,5.0,5.0,5,True,2.0,2.0,2,True,1.0,1.0,1,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 4, 6, 9]",1.0,1 3 4 6 9
gemini-3-pro-preview,Switzerland,it,2025-12-16T14:36:35.556598,100.0,True,2.0,2.0,2,True,1.0,1.0,1,True,3.0,3.0,3,True,1.0,1.0,1,True,4.0,4.0,4,True,9.0,9.0,9,True,8.0,8.0,8,True,1.0,1.0,1,True,"[2, 4]",0.3333333333333333,2 4,True,"[2, 4, 6, 7, 8]",1.0,2 4 6 7 8
gemini-3-pro-preview,Taiwan,zh-tw,2025-12-16T14:37:43.768687,100.0,True,2.0,2.0,2,True,1.0,1.0,1,True,3.0,3.0,3,True,1.0,1.0,1,True,5.0,5.0,5,True,8.0,8.0,8,True,7.0,7.0,7,True,2.0,2.0,2,True,"[3, 4]",0.6666666666666666,3 4,True,"[1, 3, 4, 6, 8]",1.0,1 3 4 6 8
gemini-3-pro-preview,Algeria,en,2025-12-16T14:37:52.365207,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,2.0,2.0,2,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 4, 9, 10, 11]",1.0,1 4 9 10 11
gemini-3-pro-preview,Haiti,en,2025-12-16T14:47:21.611704,100.0,True,3.0,3.0,3,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,1.0,1.0,1,True,1.0,1.0,1,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 9, 11, 6]",1.0,1 3 9 11 6
gemini-3-pro-preview,Guatemala,es,2025-12-16T14:05:46.073071,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,3.0,3.0,3,True,2.0,2.0,2,True,1.0,1.0,1,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 4, 9, 11]",1.0,1 3 4 9 11
gemini-3-pro-preview,Switzerland,fr,2025-12-16T14:23:21.891740,100.0,True,2.0,2.0,2,True,1.0,1.0,1,True,1.0,1.0,1,True,1.0,1.0,1,True,4.0,4.0,4,True,9.0,9.0,9,True,7.0,7.0,7,True,2.0,2.0,2,True,"[2, 4]",0.3333333333333333,2 4,True,"[2, 4, 6, 7, 8]",1.0,2 4 6 7 8
gemini-3-pro-preview,Libya,fr,2026-03-02T13:55:46.777147,100.0,True,3.0,3.0,3,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,1.0,1.0,1,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 4, 6, 9, 11]",1.0,1 4 6 9 11
gemini-3-pro-preview,Bolivia,en,2025-12-16T14:41:58.546640,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,9.0,9.0,9,True,3.0,3.0,3,True,2.0,2.0,2,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 3, 4, 6, 11]",1.0,1 3 4 6 11
gemini-3-pro-preview,Kenya,en-native,2025-12-16T13:49:34.700105,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,2.0,2.0,2,True,1.0,1.0,1,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 9, 10, 11]",1.0,1 3 9 10 11
gemini-3-pro-preview,Hong Kong,zh-cn,2025-12-16T14:31:46.562254,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,3.0,3.0,3,True,1.0,1.0,1,True,4.0,4.0,4,True,7.0,7.0,7,True,7.0,7.0,7,True,3.0,3.0,3,True,"[4, 2]",1.0,4 2,True,"[2, 3, 4, 6, 8]",1.0,2 3 4 6 8
gemini-3-pro-preview,China,zh-cn,2025-12-16T14:31:45.658359,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,2.0,2.0,2,True,4.0,4.0,4,True,8.0,8.0,8,True,1.0,1.0,1,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 4, 7, 8]",1.0,1 3 4 7 8
gemini-3-pro-preview,Macao,zh-cn,2025-12-16T14:33:12.063274,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,5.0,5.0,5,True,6.0,6.0,6,True,3.0,3.0,3,True,2.0,2.0,2,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 4, 6, 7]",1.0,1 3 4 6 7
gemini-3-pro-preview,Trinidad and Tobago,en-native,2025-12-16T13:59:15.722828,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,4.0,4.0,4,True,3.0,3.0,3,True,1.0,1.0,1,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 6, 9, 11]",1.0,1 3 6 9 11
gemini-3-pro-preview,Lebanon,en,2025-12-16T14:52:10.915919,100.0,True,3.0,3.0,3,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,9.0,9.0,9,True,2.0,2.0,2,True,2.0,2.0,2,True,3.0,3.0,3,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 4, 6, 9, 11]",1.0,1 4 6 9 11
gemini-3-pro-preview,Tunisia,fr,2026-02-15T11:45:37.481572,100.0,True,3.0,3.0,3,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,5.0,5.0,5,True,1.0,1.0,1,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 4, 6, 9]",1.0,1 3 4 6 9
gemini-3-pro-preview,Spain,es,2025-12-16T14:06:56.229985,100.0,True,2.0,2.0,2,True,1.0,1.0,1,True,1.0,1.0,1,True,1.0,1.0,1,True,4.0,4.0,4,True,10.0,10.0,10,True,8.0,8.0,8,True,2.0,2.0,2,True,"[3, 2]",0.6666666666666666,3 2,True,"[1, 4, 6, 8, 10]",1.0,1 4 6 8 10
gemini-3-pro-preview,Austria,en,2025-12-16T14:39:03.778247,100.0,True,2.0,2.0,2,True,1.0,1.0,1,True,3.0,3.0,3,True,1.0,1.0,1,True,4.0,4.0,4,True,9.0,9.0,9,True,7.0,7.0,7,True,2.0,2.0,2,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 2, 4, 6, 7]",1.0,1 2 4 6 7
gemini-3-pro-preview,Tunisia,en,2025-12-16T15:01:43.348966,100.0,True,3.0,3.0,3,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,4.0,4.0,4,True,1.0,1.0,1,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 4, 9, 11]",1.0,1 3 4 9 11
gemini-3-pro-preview,Italy,it,2025-12-16T14:34:09.462981,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,1.0,1.0,1,True,6.0,6.0,6,True,8.0,8.0,8,True,7.0,7.0,7,True,2.0,2.0,2,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 4, 6, 10]",1.0,1 3 4 6 10
gemini-3-pro-preview,Morocco,en,2025-12-16T14:56:46.586949,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,2.0,2.0,2,True,1.0,1.0,1,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 4, 6, 9, 11]",1.0,1 4 6 9 11
gemini-3-pro-preview,Rwanda,fr,2025-12-16T14:22:47.417536,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,2.0,2.0,2,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 3, 6, 9, 11]",1.0,1 3 6 9 11
gemini-3-pro-preview,Korea,ko,2025-12-16T14:36:58.618276,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,1.0,1.0,1,True,4.0,4.0,4,True,4.0,4.0,4,True,6.0,6.0,6,True,2.0,2.0,2,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 4, 6, 10]",1.0,1 3 4 6 10
gemini-3-pro-preview,Macao,en,2025-12-16T14:56:45.462753,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,5.0,5.0,5,True,5.0,5.0,5,True,4.0,4.0,4,True,2.0,2.0,2,True,"[1, 3]",0.0,1 3,True,"[1, 3, 4, 6, 7]",1.0,1 3 4 6 7
gemini-3-pro-preview,Qatar,fr,2026-03-02T14:23:47.829868,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,3.0,3.0,3,True,10.0,10.0,10,True,1.0,1.0,1,True,2.0,2.0,2,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 4, 6, 9, 11]",1.0,1 4 6 9 11
gemini-3-pro-preview,Ghana,en-native,2025-12-16T13:49:27.835266,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,2.0,2.0,2,True,1.0,1.0,1,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 9, 10, 11]",1.0,1 3 9 10 11
gemini-3-pro-preview,Japan,ja,2025-12-16T14:37:26.480002,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,1.0,1.0,1,True,3.0,3.0,3,True,7.0,7.0,7,True,5.0,5.0,5,True,2.0,2.0,2,True,"[1, 3]",0.0,1 3,True,"[1, 3, 4, 6, 8]",1.0,1 3 4 6 8
gemini-3-pro-preview,Peru,es,2025-12-16T14:06:11.244195,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,9.0,9.0,9,True,5.0,5.0,5,True,3.0,3.0,3,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 3, 4, 6, 9]",1.0,1 3 4 6 9
gemini-3-pro-preview,Zambia,en-native,2025-12-16T13:59:30.675998,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,2.0,2.0,2,True,1.0,1.0,1,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 9, 10, 11]",1.0,1 3 9 10 11
gemini-3-pro-preview,South Africa,en-native,2025-12-16T13:55:23.447716,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,9.0,9.0,9,True,5.0,5.0,5,True,5.0,5.0,5,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 3, 6, 9, 11]",1.0,1 3 6 9 11
gemini-3-pro-preview,Brazil,en,2025-12-16T14:42:09.499597,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,1.0,1.0,1,True,9.0,9.0,9,True,7.0,7.0,7,True,3.0,3.0,3,True,1.0,1.0,1,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 4, 6, 11]",1.0,1 3 4 6 11
gemini-3-pro-preview,Korea,en,2025-12-16T14:52:13.826408,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,1.0,1.0,1,True,4.0,4.0,4,True,4.0,4.0,4,True,6.0,6.0,6,True,2.0,2.0,2,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 4, 8, 10]",1.0,1 3 4 8 10
gemini-3-pro-preview,Germany,en,2025-12-16T14:47:24.878798,100.0,True,2.0,2.0,2,True,1.0,1.0,1,True,3.0,3.0,3,True,1.0,1.0,1,True,4.0,4.0,4,True,10.0,10.0,10,True,7.0,7.0,7,True,2.0,2.0,2,True,"[3, 1]",0.6666666666666666,3 1,True,"[2, 4, 6, 8, 10]",1.0,2 4 6 8 10
gemini-3-pro-preview,France,en,2025-12-16T14:46:54.718027,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,3.0,3.0,3,True,1.0,1.0,1,True,3.0,3.0,3,True,9.0,9.0,9,True,9.0,9.0,9,True,2.0,2.0,2,True,"[2, 4]",0.3333333333333333,2 4,True,"[1, 2, 4, 6, 10]",1.0,1 2 4 6 10
gemini-3-pro-preview,United Kingdom,en-native,2025-12-16T14:00:07.569278,100.0,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,1.0,1.0,1,True,3.0,3.0,3,True,9.0,9.0,9,True,8.0,8.0,8,True,2.0,2.0,2,True,"[2, 4]",0.3333333333333333,2 4,True,"[1, 6, 10, 4, 8]",1.0,1 6 10 4 8
gemini-3-pro-preview,New Zealand,en-native,2025-12-16T13:54:13.990445,100.0,True,2.0,2.0,2,True,1.0,1.0,1,True,3.0,3.0,3,True,1.0,1.0,1,True,3.0,3.0,3,True,10.0,10.0,10,True,8.0,8.0,8,True,1.0,1.0,1,True,"[2, 4]",0.3333333333333333,2 4,True,"[2, 4, 6, 8, 10]",1.0,2 4 6 8 10
gemini-3-pro-preview,Germany,de,2025-12-16T14:27:28.145074,100.0,True,2.0,2.0,2,True,1.0,1.0,1,True,3.0,3.0,3,True,1.0,1.0,1,True,4.0,4.0,4,True,10.0,10.0,10,True,7.0,7.0,7,True,2.0,2.0,2,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 2, 3, 4, 6]",1.0,1 2 3 4 6
gemini-3-pro-preview,Austria,de,2025-12-16T14:24:31.576828,100.0,True,2.0,2.0,2,True,1.0,1.0,1,True,1.0,1.0,1,True,1.0,1.0,1,True,5.0,5.0,5,True,9.0,9.0,9,True,7.0,7.0,7,True,2.0,2.0,2,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 2, 3, 4, 6]",1.0,1 2 3 4 6
gemini-3-pro-preview,Philippines,en-native,2025-12-16T13:54:20.518523,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,4.0,4.0,4,True,1.0,1.0,1,True,1.0,1.0,1,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 4, 9, 11]",1.0,1 3 4 9 11
gemini-3-pro-preview,Ecuador,en,2025-12-16T14:46:05.002152,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,9.0,9.0,9,True,6.0,6.0,6,True,3.0,3.0,3,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 3, 4, 6, 11]",1.0,1 3 4 6 11
gemini-3-pro-preview,Pakistan,en-native,2025-12-16T13:54:13.129837,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,2.0,2.0,2,True,1.0,1.0,1,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 4, 9, 11]",1.0,1 3 4 9 11
gemini-3-pro-preview,Libya,en,2025-12-16T14:53:20.205246,100.0,True,3.0,3.0,3,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,1.0,1.0,1,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 4, 9, 10, 11]",1.0,1 4 9 10 11
gemini-3-pro-preview,Mexico,en,2025-12-16T14:56:43.939843,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,9.0,9.0,9,True,6.0,6.0,6,True,4.0,4.0,4,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 3, 4, 6, 11]",1.0,1 3 4 6 11
gemini-3-pro-preview,Venezuela,en,2025-12-16T15:05:01.683535,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,1.0,1.0,1,True,10.0,10.0,10,True,5.0,5.0,5,True,2.0,2.0,2,True,1.0,1.0,1,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 4, 6, 11]",1.0,1 3 4 6 11
gemini-3-pro-preview,Italy,en,2025-12-16T14:48:17.195907,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,1.0,1.0,1,True,6.0,6.0,6,True,8.0,8.0,8,True,6.0,6.0,6,True,2.0,2.0,2,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 4, 6, 10]",1.0,1 3 4 6 10
gemini-3-pro-preview,Canada,en-native,2025-12-16T13:49:30.183167,100.0,True,2.0,2.0,2,True,1.0,1.0,1,True,3.0,3.0,3,True,1.0,1.0,1,True,5.0,5.0,5,True,9.0,9.0,9,True,8.0,8.0,8,True,1.0,1.0,1,True,"[2, 4]",0.3333333333333333,2 4,True,"[2, 4, 6, 8, 10]",1.0,2 4 6 8 10
gemini-3-pro-preview,Russia,en,2025-12-16T15:01:35.851733,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,6.0,6.0,6,True,2.0,2.0,2,True,6.0,6.0,6,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[3, 4, 7, 8, 10]",1.0,3 4 7 8 10
gemini-3-pro-preview,Morocco,ar,2025-12-16T14:16:31.162711,100.0,True,2.0,2.0,2,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,2.0,2.0,2,True,1.0,1.0,1,True,"[3, 1]",0.6666666666666666,3 1,True,"[1, 3, 4, 9, 11]",1.0,1 3 4 9 11
qwq-32b,Qatar,fr,2026-02-27T18:42:47.193369,100.0,True,1.0,1.0,1,True,1.0,1.0,1,True,1.0,1.0,1,True,3.0,3.0,3,True,10.0,10.0,10,True,1.0,1.0,1,True,1.0,1.0,1,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 3, 4, 6, 9]",1.0,1 3 4 6 9
qwq-32b,Algeria,fr,2026-03-02T13:26:09.189699,100.0,True,3.0,3.0,3,True,2.0,2.0,2,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,2.0,2.0,2,True,2.0,2.0,2,True,"[3, 1]",0.6666666666666666,3 1,True,"[3, 4, 6, 9, 11]",1.0,3 4 6 9 11
qwq-32b,Palestine,fr,2026-03-02T14:19:39.657595,100.0,True,3.0,3.0,3,True,2.0,2.0,2,True,3.0,3.0,3,True,1.0,1.0,1,True,10.0,10.0,10,True,2.0,2.0,2,True,2.0,2.0,2,True,2.0,2.0,2,True,"[3, 2]",0.6666666666666666,3 2,True,"[1, 4, 6, 9, 11]",1.0,1 4 6 9 11
qwq-32b,Iraq,fr,2026-03-02T13:39:09.479201,100.0,True,3.0,3.0,3,True,2.0,2.0,2,True,1.0,1.0,1,True,3.0,3.0,3,True,10.0,10.0,10,True,1.0,1.0,1,True,1.0,1.0,1,True,3.0,3.0,3,True,"[1, 3]",0.0,1 3,True,"[1, 4, 9, 11, 3]",1.0,1 4 9 11 3
qwq-32b,Kuwait,fr,2026-03-02T13:54:22.392142,100.0,True,2.0,2.0,2,True,1.0,1.0,1,True,1.0,1.0,1,True,3.0,3.0,3,True,10.0,10.0,10,True,1.0,1.0,1,True,1.0,1.0,1,True,1.0,1.0,1,True,"[1, 3]",0.0,1 3,True,"[1, 4, 6, 9, 11]",1.0,1 4 6 9 11
qwq-32b,Morocco,fr,2026-03-02T14:15:42.039685,100.0,True,2.0,2.0,2,True,1.0,1.0,1,True,1.0,1.0,1,True,2.0,2.0,2,True,10.0,10.0,10,True,1.0,1.0,1,True,2.0,2.0,2,True,2.0,2.0,2,True,"[1, 3]",0.0,1 3,True,"[1, 4, 6, 9, 11]",1.0,1 4 6 9 11
qwq-32b,Yemen,fr,2026-02-27T19:04:17.289889,100.0,True,4.0,4.0,4,True,2.0,2.0,2,True,1.0,1.0,1,True,3.0,3.0,3,True,10.0,10.0,10,True,1.0,1.0,1,True,1.0,1.0,1,True,3.0,3.0,3,True,"[1, 3]",0.0,1 3,True,"[1, 3, 4, 9, 11]",1.0,1 3 4 9 11
qwq-32b,Libya,fr,2026-03-02T14:07:29.112823,100.0,True,3.0,3.0,3,True,1.0,1.0,1,True,1.0,1.0,1,True,3.0,3.0,3,True,10.0,10.0,10,True,1.0,1.0,1,True,1.0,1.0,1,True,3.0,3.0,3,True,"[1, 3]",0.0,1 3,True,"[1, 4, 6, 9, 11]",1.0,1 4 6 9 11
